product_id,product_name,category,subcategory,formality,season,materials,size,color,brand_tier,price,stock,release_date
436,Levi's Wedding,Dresses,Wedding,Formal,Fall,"Satin, Silk",M,Purple,Premium,310.99,0,2024-04-19
437,Boss Jeans,Pants,Jeans,Formal,Summer,Wool,S,Fuchsia,Premium,250.21,0,2022-12-03
438,Levi's Jacket,Outerwear,Jacket,Formal,All-Season,"Wool, Polyester",M,Black,Premium,328.43,0,2022-11-21
439,Uniqlo Jacket,Outerwear,Jacket,Athletic,Fall,"Leather, Wool",L,Maroon,Fast Fashion,27.71,7,2024-11-01
440,H&M Jeans,Pants,Jeans,Office,Summer,"Cotton, Denim",S,Maroon,Fast Fashion,86.03,0,2022-01-28
441,Balenciaga Cocktail,Dresses,Cocktail,Party,Spring,"Silk, Chiffon",M,Blue,Luxury,955.83,0,2022-03-13
442,Uniqlo Jacket,Outerwear,Jacket,Office,Summer,Wool,M,Fuchsia,Fast Fashion,30.84,0,2022-10-14
443,Mango Jacket,Outerwear,Jacket,Formal,Fall,Leather,S,Navy,Fast Fashion,27.4,0,2023-02-26
444,Gap Polo,Shirts,Polo,Office,Spring,"Cotton, Polyester",M,Fuchsia,Fast Fashion,73.23,11,2023-07-10
445,Uniqlo Blazer,Outerwear,Blazer,Casual,Summer,Leather,M,Blue,Fast Fashion,97.26,11,2023-07-23
446,Mango Cargo,Pants,Cargo,Office,Fall,"Wool, Cotton, Denim",M,Yellow,Fast Fashion,95.9,13,2022-09-17
447,H&M Leggings,Pants,Leggings,Formal,Winter,"Cotton, Wool, Denim",XS,Purple,Fast Fashion,46.8,0,2023-03-12
448,Uniqlo Midi,Dresses,Midi,Party,Winter,Polyester,M,Yellow,Fast Fashion,36.0,26,2024-09-26
449,Versace Parka,Outerwear,Parka,Office,All-Season,"Polyester, Wool",M,Navy,Luxury,2056.58,0,2022-02-12
450,Zara Dress Shirt,Shirts,Dress Shirt,Party,Winter,"Polyester, Linen",M,Fuchsia,Fast Fashion,71.41,72,2022-01-23
451,H&M Oxford,Shirts,Oxford,Office,Spring,"Tweed, Silk, Wool",L,Purple,Fast Fashion,96.03,0,2022-12-23
452,Tommy Hilfiger Maxi,Dresses,Maxi,Formal,Winter,Satin,L,Olive,Premium,154.95,0,2023-11-05
453,Mango Cargo,Pants,Cargo,Party,Summer,"Denim, Wool",L,Teal,Fast Fashion,93.82,52,2023-02-20
454,Levi's Maxi,Dresses,Maxi,Athletic,Fall,"Chiffon, Satin, Silk",M,Maroon,Premium,197.72,0,2023-12-04
455,Zara Jacket,Outerwear,Jacket,Party,Summer,Denim,M,Navy,Fast Fashion,93.06,63,2022-06-25
456,Zara Mini,Dresses,Mini,Casual,Fall,Silk,S,Blue,Fast Fashion,85.57,25,2022-04-27
457,Gap Maxi,Dresses,Maxi,Party,Summer,"Chiffon, Satin",M,Lime,Fast Fashion,45.66,64,2023-02-21
458,H&M Jacket,Outerwear,Jacket,Office,Summer,"Linen, Rayon, Cashmere",L,Purple,Fast Fashion,17.83,17,2024-11-28
459,Diesel Slacks,Pants,Slacks,Beach,Summer,Wool,XS,Purple,Premium,253.91,0,2023-08-04
460,Mango Jacket,Outerwear,Jacket,Casual,Fall,Leather,M,Blue,Fast Fashion,87.06,51,2024-03-04
461,Louis Vuitton Leggings,Pants,Leggings,Office,Spring,Chiffon,S,Black,Luxury,2699.73,0,2022-04-20
462,Uniqlo Chinos,Pants,Chinos,Formal,Fall,Rayon,L,Purple,Fast Fashion,20.43,0,2023-01-01
463,Gap Wedding,Dresses,Wedding,Formal,Summer,Chiffon,S,Green,Fast Fashion,56.22,4,2024-03-26
464,Calvin Klein Coat,Outerwear,Coat,Beach,Summer,Spandex,S,Aqua,Premium,99.58,0,2022-05-23
465,Mango Blazer,Outerwear,Blazer,Office,Summer,Polyester,S,Teal,Fast Fashion,54.73,32,2023-09-08
466,Boss Maxi,Dresses,Maxi,Beach,Summer,Chiffon,S,Black,Premium,256.59,0,2024-11-23
467,Levi's Slacks,Pants,Slacks,Office,All-Season,"Denim, Cotton, Wool",M,Blue,Premium,122.09,7,2022-03-03
468,Levi's Parka,Outerwear,Parka,Beach,Summer,"Wool, Leather, Polyester",S,Fuchsia,Premium,269.6,0,2022-11-11
469,Zara Mini,Dresses,Mini,Party,All-Season,Satin,L,Fuchsia,Fast Fashion,39.63,0,2024-08-06
470,Zara Maxi,Dresses,Maxi,Party,Spring,Satin,S,Fuchsia,Fast Fashion,70.37,26,2024-08-11
471,Tommy Hilfiger Jeans,Pants,Jeans,Formal,Fall,Polyester,S,Teal,Premium,165.33,3,2023-05-23
472,Levi's T-Shirt,Shirts,T-Shirt,Party,Summer,"Cotton, Polyester",S,Black,Premium,447.49,0,2022-03-16
473,Louis Vuitton Oxford,Shirts,Oxford,Party,Fall,"Linen, Cotton",S,Black,Luxury,923.1,0,2022-03-14
474,Boss Windbreaker,Outerwear,Windbreaker,Beach,Fall,Wool,M,Fuchsia,Premium,133.69,0,2022-10-28
475,Boss Windbreaker,Outerwear,Windbreaker,Athletic,Summer,Polyester,XL,Aqua,Premium,149.32,0,2024-08-26
476,Boss Blazer,Outerwear,Blazer,Beach,Winter,Leather,XL,Fuchsia,Premium,124.86,0,2023-01-09
477,H&M Parka,Outerwear,Parka,Beach,Summer,"Leather, Polyester",XL,Blue,Fast Fashion,48.31,17,2024-12-29
478,Mango Blazer,Outerwear,Blazer,Office,Winter,Rayon,L,Fuchsia,Fast Fashion,41.72,69,2024-08-22
479,H&M Slacks,Pants,Slacks,Formal,Fall,Satin,L,Gray,Fast Fashion,100.2,56,2023-05-29
480,Diesel Maxi,Dresses,Maxi,Athletic,Fall,"Satin, Chiffon, Silk",L,Green,Premium,492.37,0,2024-05-12
481,Zara Coat,Outerwear,Coat,Office,Fall,"Polyester, Leather, Wool",L,Gray,Fast Fashion,24.15,77,2023-03-24
482,Mango Jeans,Pants,Jeans,Party,All-Season,Denim,S,Green,Fast Fashion,99.52,52,2022-03-23
483,Calvin Klein Maxi,Dresses,Maxi,Casual,Summer,"Silk, Satin, Chiffon",M,Maroon,Premium,177.65,0,2023-09-28
484,Gap Cocktail,Dresses,Cocktail,Beach,Summer,Spandex,XS,Olive,Fast Fashion,104.19,10,2022-06-21
485,Zara Mini,Dresses,Mini,Party,Fall,"Chiffon, Satin",S,Green,Fast Fashion,45.86,2,2024-12-02
486,Uniqlo Leggings,Pants,Leggings,Office,Summer,"Cotton, Denim, Wool",XS,Fuchsia,Fast Fashion,74.97,73,2022-08-02
487,Zara Leggings,Pants,Leggings,Formal,Winter,"Cotton, Denim",XL,Purple,Fast Fashion,51.39,11,2023-01-20
488,Tommy Hilfiger Blouse,Shirts,Blouse,Beach,Fall,Polyester,L,Silver,Premium,480.75,0,2023-04-22
489,Uniqlo Cocktail,Dresses,Cocktail,Casual,All-Season,"Satin, Silk",L,Maroon,Fast Fashion,77.39,0,2024-01-28
490,Gap T-Shirt,Shirts,T-Shirt,Beach,Summer,Linen,XL,Olive,Fast Fashion,22.2,14,2023-02-21
491,Boss Dress Shirt,Shirts,Dress Shirt,Beach,Winter,"Linen, Cotton",M,Silver,Premium,140.54,0,2022-01-24
492,Zara Cocktail,Dresses,Cocktail,Formal,Spring,"Satin, Silk",XS,Olive,Fast Fashion,110.64,12,2024-10-13
493,H&M Coat,Outerwear,Coat,Casual,Winter,Wool,M,Purple,Fast Fashion,115.2,31,2022-06-07
494,Calvin Klein Midi,Dresses,Midi,Beach,Winter,Chiffon,L,Gray,Premium,418.83,0,2022-10-17
495,Calvin Klein Oxford,Shirts,Oxford,Casual,Winter,Cotton,L,Silver,Premium,116.83,7,2023-10-28
496,H&M Leggings,Pants,Leggings,Formal,All-Season,Cotton,S,Navy,Fast Fashion,31.23,46,2023-03-06
497,Gap Jeans,Pants,Jeans,Beach,All-Season,"Wool, Denim",S,Black,Fast Fashion,42.82,1,2022-10-27
498,Uniqlo T-Shirt,Shirts,T-Shirt,Athletic,Winter,Polyester,XL,Purple,Fast Fashion,73.7,53,2023-06-08
499,Zara Blouse,Shirts,Blouse,Formal,Spring,"Polyester, Linen",M,Aqua,Fast Fashion,35.28,34,2024-05-19
500,Calvin Klein Mini,Dresses,Mini,Athletic,Summer,"Cashmere, Polyester",M,Navy,Premium,109.58,0,2024-10-25
501,Tommy Hilfiger Mini,Dresses,Mini,Formal,Fall,"Satin, Chiffon",M,Navy,Premium,406.64,6,2023-02-12
502,Zara Cargo,Pants,Cargo,Formal,Spring,"Denim, Wool, Cotton",S,Aqua,Fast Fashion,87.25,20,2023-05-02
503,H&M Blouse,Shirts,Blouse,Athletic,Spring,"Polyester, Linen",M,Olive,Fast Fashion,35.66,72,2022-06-16
504,Uniqlo Dress Shirt,Shirts,Dress Shirt,Party,Fall,Denim,XS,Navy,Fast Fashion,75.37,89,2024-06-10
505,Mango Jacket,Outerwear,Jacket,Casual,Summer,Wool,L,Navy,Fast Fashion,44.29,55,2024-10-31
506,Zara Slacks,Pants,Slacks,Beach,Summer,Cotton,XL,Maroon,Fast Fashion,23.76,10,2024-03-24
507,Uniqlo Polo,Shirts,Polo,Formal,Summer,"Linen, Polyester",S,Navy,Fast Fashion,99.42,51,2024-12-28
508,Mango Wedding,Dresses,Wedding,Beach,Summer,Chiffon,L,Gray,Fast Fashion,92.42,0,2024-12-07
509,H&M Cargo,Pants,Cargo,Beach,All-Season,Cashmere,M,Blue,Fast Fashion,119.15,30,2022-07-10
510,Gap Jeans,Pants,Jeans,Casual,Fall,Cotton,M,Navy,Fast Fashion,107.08,67,2022-06-22
511,H&M Midi,Dresses,Midi,Office,Summer,"Satin, Chiffon, Silk",S,Maroon,Fast Fashion,62.28,58,2022-10-20
512,Uniqlo Jacket,Outerwear,Jacket,Beach,Summer,"Wool, Polyester",M,Olive,Fast Fashion,78.06,39,2024-11-16
513,Uniqlo Dress Shirt,Shirts,Dress Shirt,Casual,Fall,"Polyester, Cotton",S,Teal,Fast Fashion,45.29,41,2022-05-04
514,Uniqlo T-Shirt,Shirts,T-Shirt,Formal,Spring,"Linen, Polyester, Cotton",S,Fuchsia,Fast Fashion,64.06,0,2023-10-03
515,Zara Wedding,Dresses,Wedding,Casual,Spring,Cashmere,M,Fuchsia,Fast Fashion,113.07,0,2023-01-29
516,Gap Coat,Outerwear,Coat,Beach,Summer,"Leather, Polyester",M,Teal,Fast Fashion,89.19,0,2022-08-26
517,Calvin Klein Blouse,Shirts,Blouse,Office,Winter,"Linen, Cotton",XL,Navy,Premium,384.84,0,2024-10-02
518,Boss Oxford,Shirts,Oxford,Beach,Spring,"Linen, Cotton",L,Green,Premium,469.86,0,2022-08-24
519,Diesel Oxford,Shirts,Oxford,Office,Spring,"Cotton, Linen",S,Fuchsia,Premium,237.54,0,2023-05-31
520,H&M Jacket,Outerwear,Jacket,Beach,Fall,Leather,M,Yellow,Fast Fashion,50.42,29,2024-02-11
521,Zara Wedding,Dresses,Wedding,Athletic,Winter,"Nylon, Polyester",XS,Olive,Fast Fashion,99.97,0,2024-04-08
522,Zara Jacket,Outerwear,Jacket,Casual,Summer,"Wool, Polyester, Leather",M,Maroon,Fast Fashion,114.18,6,2023-02-28
523,Gap Polo,Shirts,Polo,Formal,Summer,Velvet,XL,Silver,Fast Fashion,75.74,24,2022-06-23
524,Boss Blouse,Shirts,Blouse,Casual,Summer,"Cotton, Polyester",S,Lime,Premium,445.93,1,2022-06-15
525,Tommy Hilfiger Oxford,Shirts,Oxford,Office,Summer,Cotton,S,Green,Premium,400.83,0,2024-12-24
526,Levi's Windbreaker,Outerwear,Windbreaker,Beach,Spring,"Polyester, Leather, Wool",S,Aqua,Premium,424.51,0,2024-05-03
527,Zara Polo,Shirts,Polo,Athletic,Summer,"Tweed, Silk",L,Maroon,Fast Fashion,78.25,14,2024-08-13
528,Zara Chinos,Pants,Chinos,Casual,Spring,"Cotton, Denim",L,Fuchsia,Fast Fashion,74.21,8,2022-07-15
529,Gap Slacks,Pants,Slacks,Party,Winter,Polyester,S,Fuchsia,Fast Fashion,55.2,26,2023-04-19
530,Uniqlo Cargo,Pants,Cargo,Office,Winter,"Wool, Denim, Cotton",S,Navy,Fast Fashion,33.88,58,2023-10-25
531,H&M T-Shirt,Shirts,T-Shirt,Casual,Fall,"Linen, Polyester",M,Blue,Fast Fashion,45.81,7,2022-08-09
532,H&M Polo,Shirts,Polo,Formal,Winter,"Polyester, Cotton",L,Blue,Fast Fashion,111.06,67,2024-07-12
533,Gap Chinos,Pants,Chinos,Casual,Winter,Wool,S,Blue,Fast Fashion,57.33,1,2023-07-24
534,Diesel Slacks,Pants,Slacks,Formal,Winter,Rayon,S,White,Premium,186.57,2,2022-10-29
535,H&M Jacket,Outerwear,Jacket,Athletic,Summer,Denim,XS,Maroon,Fast Fashion,45.62,27,2023-01-02
536,Mango Blazer,Outerwear,Blazer,Party,Summer,Polyester,XL,Fuchsia,Fast Fashion,102.6,72,2023-09-09
537,Gap Chinos,Pants,Chinos,Party,Spring,Cotton,XS,Purple,Fast Fashion,101.99,54,2022-06-14
538,Uniqlo Cargo,Pants,Cargo,Office,Summer,"Rayon, Satin",XL,Purple,Fast Fashion,100.67,71,2022-07-15
539,H&M Windbreaker,Outerwear,Windbreaker,Athletic,Winter,"Leather, Polyester, Wool",S,Maroon,Fast Fashion,82.52,56,2022-07-04
540,Mango Polo,Shirts,Polo,Athletic,Fall,"Velvet, Wool, Cashmere",XS,Maroon,Fast Fashion,68.27,28,2022-10-25
541,Zara Jeans,Pants,Jeans,Athletic,Fall,"Chiffon, Polyester, Nylon",XS,Navy,Fast Fashion,24.29,29,2024-03-06
542,Levi's Slacks,Pants,Slacks,Casual,Fall,Denim,XL,Olive,Premium,178.84,5,2022-12-12
543,Uniqlo Oxford,Shirts,Oxford,Party,Winter,"Wool, Tweed, Spandex",L,Blue,Fast Fashion,72.88,70,2023-04-20
544,H&M Wedding,Dresses,Wedding,Party,Summer,Silk,S,Purple,Fast Fashion,27.12,10,2024-07-01
545,H&M Blouse,Shirts,Blouse,Party,Winter,"Chiffon, Wool",XS,Navy,Fast Fashion,59.12,32,2023-03-07
546,Balenciaga Polo,Shirts,Polo,Athletic,Winter,Polyester,L,Olive,Luxury,2980.39,0,2022-12-10
547,Louis Vuitton Midi,Dresses,Midi,Athletic,Spring,"Spandex, Cashmere, Tweed",XL,Aqua,Luxury,1890.59,0,2024-07-30
548,Calvin Klein Maxi,Dresses,Maxi,Casual,Spring,"Satin, Silk, Chiffon",S,Fuchsia,Premium,150.6,0,2024-03-26
549,Mango Maxi,Dresses,Maxi,Casual,All-Season,Polyester,M,Olive,Fast Fashion,25.95,4,2024-12-22
550,Uniqlo Midi,Dresses,Midi,Athletic,Spring,"Rayon, Spandex, Cashmere",S,Fuchsia,Fast Fashion,90.02,35,2022-02-10
551,H&M Windbreaker,Outerwear,Windbreaker,Office,Summer,"Satin, Tweed",L,Aqua,Fast Fashion,101.23,28,2024-07-13
552,Uniqlo Wedding,Dresses,Wedding,Casual,Summer,"Silk, Satin",XL,Gray,Fast Fashion,91.9,39,2022-03-28
553,Zara Midi,Dresses,Midi,Casual,Fall,"Chiffon, Silk",XS,Teal,Fast Fashion,79.32,47,2023-05-09
554,Boss Midi,Dresses,Midi,Office,All-Season,Tweed,M,Yellow,Premium,489.81,0,2023-10-19
555,H&M T-Shirt,Shirts,T-Shirt,Beach,Spring,"Velvet, Denim",S,Black,Fast Fashion,36.22,60,2022-05-14
556,Diesel T-Shirt,Shirts,T-Shirt,Casual,Summer,"Linen, Cotton, Polyester",S,Yellow,Premium,85.98,6,2024-09-14
557,Gap Cargo,Pants,Cargo,Formal,Summer,"Denim, Cotton, Wool",M,Gray,Fast Fashion,71.79,70,2024-01-16
558,Gucci Oxford,Shirts,Oxford,Office,Summer,"Cotton, Linen",S,Gray,Luxury,2898.73,7,2023-10-19
559,Prada Wedding,Dresses,Wedding,Casual,Summer,Silk,S,Green,Luxury,612.8,2,2022-10-25
560,Louis Vuitton Cargo,Pants,Cargo,Office,Summer,"Cotton, Denim",M,Black,Luxury,876.38,0,2023-01-27
561,Zara Chinos,Pants,Chinos,Office,Winter,"Wool, Cotton, Denim",M,Aqua,Fast Fashion,76.26,52,2024-07-20
562,Diesel Wedding,Dresses,Wedding,Casual,Spring,"Rayon, Velvet, Wool",L,Green,Premium,122.65,0,2022-03-07
563,H&M T-Shirt,Shirts,T-Shirt,Office,All-Season,"Leather, Silk",S,Silver,Fast Fashion,74.06,64,2023-10-15
564,Gap T-Shirt,Shirts,T-Shirt,Casual,Summer,"Silk, Spandex",L,Green,Fast Fashion,97.79,71,2023-08-23
565,Calvin Klein Maxi,Dresses,Maxi,Formal,All-Season,Rayon,M,Blue,Premium,477.53,0,2024-05-12
566,Prada Dress Shirt,Shirts,Dress Shirt,Beach,All-Season,"Spandex, Wool",XL,Green,Luxury,1226.7,0,2024-10-07
567,Tommy Hilfiger Coat,Outerwear,Coat,Beach,Fall,Leather,L,Olive,Premium,202.1,0,2023-02-05
568,Boss Blazer,Outerwear,Blazer,Formal,Winter,Spandex,XS,Black,Premium,442.28,0,2023-02-23
569,Zara Cocktail,Dresses,Cocktail,Party,All-Season,Chiffon,L,White,Fast Fashion,23.23,0,2022-12-21
570,Uniqlo Wedding,Dresses,Wedding,Beach,All-Season,Chiffon,S,Lime,Fast Fashion,70.2,9,2024-05-07
571,H&M Wedding,Dresses,Wedding,Office,Summer,"Satin, Silk",M,Fuchsia,Fast Fashion,79.6,37,2024-12-23
572,Gucci Cocktail,Dresses,Cocktail,Formal,Spring,"Silk, Chiffon",L,Navy,Luxury,2875.39,0,2023-06-06
573,Gap Wedding,Dresses,Wedding,Athletic,Fall,"Chiffon, Silk",S,Purple,Fast Fashion,24.64,36,2024-04-03
574,Zara Slacks,Pants,Slacks,Athletic,Winter,"Linen, Rayon",L,Navy,Fast Fashion,92.91,27,2024-03-25
575,Mango Blazer,Outerwear,Blazer,Party,Summer,"Wool, Leather",S,Aqua,Fast Fashion,88.01,22,2022-07-04
576,Gap T-Shirt,Shirts,T-Shirt,Party,Fall,"Linen, Polyester, Cotton",M,Purple,Fast Fashion,93.52,4,2022-12-31
577,Uniqlo Maxi,Dresses,Maxi,Office,Winter,"Satin, Silk",L,Green,Fast Fashion,94.85,62,2023-08-11
578,Gap Polo,Shirts,Polo,Formal,Winter,"Denim, Wool, Chiffon",M,Silver,Fast Fashion,106.9,0,2023-10-26
579,Uniqlo Polo,Shirts,Polo,Party,Summer,Cotton,M,Purple,Fast Fashion,105.12,71,2024-11-13
580,Levi's Midi,Dresses,Midi,Office,Spring,Rayon,S,Aqua,Premium,366.31,0,2023-11-27
581,Gap Cocktail,Dresses,Cocktail,Formal,Summer,"Chiffon, Silk, Satin",L,Black,Fast Fashion,90.51,74,2022-02-11
582,Mango Windbreaker,Outerwear,Windbreaker,Casual,Spring,"Polyester, Leather",S,Maroon,Fast Fashion,58.88,31,2022-08-01
583,Gucci Jeans,Pants,Jeans,Casual,All-Season,"Wool, Cotton",L,Olive,Luxury,2685.94,0,2022-09-11
584,Calvin Klein Chinos,Pants,Chinos,Formal,Fall,Leather,XS,Blue,Premium,235.58,3,2022-11-22
585,Tommy Hilfiger Cargo,Pants,Cargo,Athletic,Summer,Wool,S,White,Premium,104.93,8,2023-11-08
586,Boss Cargo,Pants,Cargo,Office,All-Season,"Wool, Cotton",L,Black,Premium,355.72,0,2023-10-22
587,Gap Windbreaker,Outerwear,Windbreaker,Athletic,Summer,Chiffon,M,Black,Fast Fashion,20.46,58,2023-04-08
588,Calvin Klein Jacket,Outerwear,Jacket,Beach,Summer,"Leather, Wool, Polyester",L,Blue,Premium,430.63,0,2023-06-11
589,Louis Vuitton Oxford,Shirts,Oxford,Casual,Summer,"Satin, Rayon",L,Purple,Luxury,1663.52,0,2024-12-22
590,Mango Wedding,Dresses,Wedding,Athletic,All-Season,"Spandex, Cotton, Leather",XS,Blue,Fast Fashion,37.04,51,2022-05-25
591,Gucci Maxi,Dresses,Maxi,Office,Winter,"Silk, Chiffon, Satin",XL,Green,Luxury,339.23,0,2022-12-27
592,Diesel Dress Shirt,Shirts,Dress Shirt,Casual,Spring,"Linen, Cotton, Polyester",M,Maroon,Premium,252.11,0,2022-03-31
593,Mango Slacks,Pants,Slacks,Party,Fall,"Wool, Cotton, Denim",L,Lime,Fast Fashion,32.14,39,2024-11-27
594,Uniqlo Parka,Outerwear,Parka,Athletic,Winter,Leather,M,Teal,Fast Fashion,68.4,46,2022-04-02
595,Uniqlo Oxford,Shirts,Oxford,Formal,Spring,Linen,L,Gray,Fast Fashion,98.99,20,2024-03-03
596,Gap Cocktail,Dresses,Cocktail,Party,Summer,"Chiffon, Satin",S,Teal,Fast Fashion,104.64,70,2022-08-24
597,Boss Chinos,Pants,Chinos,Athletic,Summer,"Leather, Chiffon",L,Blue,Premium,84.36,0,2024-05-05
598,Mango T-Shirt,Shirts,T-Shirt,Office,Summer,Linen,XS,Purple,Fast Fashion,93.33,67,2022-12-09
599,Calvin Klein Parka,Outerwear,Parka,Party,Spring,"Silk, Cotton",L,Maroon,Premium,240.57,0,2024-03-30
600,Gap Slacks,Pants,Slacks,Beach,Summer,"Polyester, Linen",S,Olive,Fast Fashion,46.95,37,2023-08-11
601,Zara Mini,Dresses,Mini,Casual,Fall,"Velvet, Cashmere",S,Green,Fast Fashion,116.64,58,2022-12-22
602,Versace Chinos,Pants,Chinos,Formal,Winter,Spandex,M,Fuchsia,Luxury,762.35,0,2023-08-13
603,Uniqlo Blouse,Shirts,Blouse,Beach,Summer,"Satin, Velvet",M,Blue,Fast Fashion,102.94,79,2022-09-08
604,Levi's Coat,Outerwear,Coat,Party,Fall,"Polyester, Wool",M,Navy,Premium,281.48,0,2023-12-31
605,Zara Parka,Outerwear,Parka,Beach,Summer,"Leather, Polyester, Wool",S,Black,Fast Fashion,19.48,46,2022-01-10
606,Tommy Hilfiger Chinos,Pants,Chinos,Athletic,Summer,Wool,S,Lime,Premium,464.85,2,2023-04-15
607,Mango Dress Shirt,Shirts,Dress Shirt,Casual,All-Season,"Polyester, Cotton",XL,Yellow,Fast Fashion,78.77,70,2022-04-21
608,Gap Windbreaker,Outerwear,Windbreaker,Beach,Spring,"Leather, Polyester",S,Blue,Fast Fashion,88.45,41,2022-01-25
609,Calvin Klein Jacket,Outerwear,Jacket,Beach,Summer,"Polyester, Wool",S,White,Premium,206.76,0,2022-12-09
610,Prada Jacket,Outerwear,Jacket,Casual,Fall,"Cotton, Nylon",M,Maroon,Luxury,1910.14,0,2022-05-18
611,H&M Cocktail,Dresses,Cocktail,Casual,All-Season,Chiffon,S,Blue,Fast Fashion,47.83,0,2024-07-28
612,Zara Leggings,Pants,Leggings,Formal,Winter,"Tweed, Velvet",XL,Maroon,Fast Fashion,64.6,81,2022-10-16
613,Calvin Klein Windbreaker,Outerwear,Windbreaker,Athletic,Winter,Polyester,S,Purple,Premium,230.92,0,2024-05-27
614,Zara Cargo,Pants,Cargo,Office,Winter,"Wool, Denim",S,Purple,Fast Fashion,107.48,13,2024-01-24
615,Prada T-Shirt,Shirts,T-Shirt,Formal,Spring,"Polyester, Cotton, Linen",S,Yellow,Luxury,2810.57,0,2022-12-29
616,Uniqlo Dress Shirt,Shirts,Dress Shirt,Office,Summer,Cashmere,L,Green,Fast Fashion,83.83,31,2023-11-16
617,Mango Blazer,Outerwear,Blazer,Formal,Summer,"Wool, Leather",S,Navy,Fast Fashion,20.76,40,2024-09-08
618,Uniqlo Oxford,Shirts,Oxford,Office,Winter,"Polyester, Linen",M,White,Fast Fashion,35.31,48,2023-05-29
619,Mango Jacket,Outerwear,Jacket,Casual,Summer,"Chiffon, Silk",XS,White,Fast Fashion,16.86,59,2024-12-29
620,Calvin Klein Oxford,Shirts,Oxford,Party,Spring,"Cotton, Linen",S,Aqua,Premium,439.97,0,2023-02-28
621,Balenciaga Coat,Outerwear,Coat,Office,Spring,"Cashmere, Denim",S,Purple,Luxury,1379.47,0,2024-11-22
622,Gucci Slacks,Pants,Slacks,Formal,Summer,"Denim, Cotton",L,Aqua,Luxury,2607.47,0,2023-10-09
623,Uniqlo Wedding,Dresses,Wedding,Party,Fall,"Chiffon, Satin",S,Navy,Fast Fashion,69.13,35,2024-08-19
624,Balenciaga Blazer,Outerwear,Blazer,Beach,Fall,Wool,S,Olive,Luxury,2470.45,8,2022-07-09
625,Mango Polo,Shirts,Polo,Casual,Winter,"Cotton, Polyester, Linen",M,Black,Fast Fashion,34.56,0,2022-11-14
626,Balenciaga Blouse,Shirts,Blouse,Formal,Winter,"Linen, Polyester",M,Blue,Luxury,916.87,1,2022-10-14
627,H&M Midi,Dresses,Midi,Party,Fall,Silk,L,Black,Fast Fashion,104.78,45,2023-06-22
628,Gap Jeans,Pants,Jeans,Party,Summer,"Cotton, Denim, Wool",XS,White,Fast Fashion,78.5,7,2023-01-05
629,Zara Polo,Shirts,Polo,Office,Winter,"Linen, Polyester",S,Fuchsia,Fast Fashion,37.26,0,2022-08-16
630,Tommy Hilfiger Cocktail,Dresses,Cocktail,Beach,Summer,"Chiffon, Satin, Silk",S,Purple,Premium,226.21,9,2024-11-14
631,H&M Polo,Shirts,Polo,Party,Spring,"Linen, Polyester",XL,Black,Fast Fashion,45.25,14,2024-05-15
632,Prada Leggings,Pants,Leggings,Beach,Spring,"Cotton, Wool, Denim",S,Purple,Luxury,2892.52,0,2023-09-28
633,Uniqlo Jeans,Pants,Jeans,Beach,Winter,"Velvet, Spandex",XS,Green,Fast Fashion,115.73,51,2024-04-23
634,Uniqlo Coat,Outerwear,Coat,Athletic,All-Season,Denim,M,Teal,Fast Fashion,19.71,37,2024-07-11
635,Boss Polo,Shirts,Polo,Athletic,Winter,Chiffon,XL,Purple,Premium,291.19,0,2024-05-02
636,Mango Dress Shirt,Shirts,Dress Shirt,Office,Spring,"Polyester, Cotton, Linen",L,Olive,Fast Fashion,51.86,0,2024-08-05
637,Gap Wedding,Dresses,Wedding,Athletic,All-Season,Rayon,XL,Teal,Fast Fashion,79.68,0,2024-01-11
638,Zara Jeans,Pants,Jeans,Party,Summer,Wool,M,Navy,Fast Fashion,16.85,68,2022-08-11
639,Uniqlo Blazer,Outerwear,Blazer,Office,Winter,"Spandex, Cotton",XL,Silver,Fast Fashion,37.37,65,2023-07-19
640,Uniqlo Mini,Dresses,Mini,Formal,Fall,"Tweed, Nylon, Linen",L,White,Fast Fashion,17.53,8,2023-05-01
641,Mango Chinos,Pants,Chinos,Party,Fall,"Cotton, Denim",S,Blue,Fast Fashion,85.65,65,2024-07-16
642,Diesel Leggings,Pants,Leggings,Party,Summer,Cotton,S,Teal,Premium,294.42,0,2024-11-15
643,Tommy Hilfiger Blazer,Outerwear,Blazer,Athletic,Summer,"Spandex, Cashmere",M,Purple,Premium,306.59,4,2023-11-06
644,Uniqlo Cargo,Pants,Cargo,Athletic,Spring,Wool,M,Purple,Fast Fashion,80.13,85,2023-09-14
645,Levi's Dress Shirt,Shirts,Dress Shirt,Office,Winter,"Velvet, Wool",XS,Silver,Premium,302.17,0,2024-08-10
646,Tommy Hilfiger Mini,Dresses,Mini,Casual,Summer,Chiffon,M,Black,Premium,244.26,0,2024-08-03
647,Levi's Jeans,Pants,Jeans,Athletic,Fall,"Cotton, Wool",M,Black,Premium,132.43,1,2024-12-13
648,Calvin Klein Polo,Shirts,Polo,Athletic,Winter,Linen,XL,Black,Premium,470.41,0,2023-08-29
649,Louis Vuitton Oxford,Shirts,Oxford,Beach,Summer,"Linen, Polyester",S,Silver,Luxury,614.57,0,2024-05-01
650,Mango Wedding,Dresses,Wedding,Casual,Fall,"Silk, Chiffon, Satin",S,Green,Fast Fashion,46.93,3,2024-11-12
